Car Name,Brand,Model,Color,Mileage_KM,Location,Posted Date,Price_EGP
Kia Sportage 2017,Kia,Sportage,Gold,140000,sheikh zayed city,5/17/2025,304147
Kia Sportage 2012,Kia,Sportage,Silver,200000,touhk,5/17/2025,611287
Kia Rio 2015,Kia,Rio,White,86000,alexandria,5/17/2025,251827
Kia Cerato 2017,Kia,Cerato,Black,120000,alexandria,5/17/2025,602764
Kia Rio 2013,Kia,Rio,Dark blue,234000,cairo,5/17/2025,367407
Kia Carens 2011,Kia,Carens,Silver,200000,cairo,5/17/2025,223813
Kia Sportage 2013,Kia,Sportage,White,73000,6-Oct,5/17/2025,631148
Kia Sportage 2013,Kia,Sportage,White,73000,6-Oct,5/17/2025,384304
Kia Sorento 2019,Kia,Sorento,Silver,100000,giza,5/17/2025,424034
Kia Picanto 2016,Kia,Picanto,Silver,250000,obour city,5/17/2025,500049
Kia Sportage 2024,Kia,Sportage,White,8000,faqous,5/17/2025,296698
Kia K3 2015,Kia,K3,Silver,230000,disabled,5/17/2025,541101
Kia Cerato 2011,Kia,Cerato,Dark grey,150000,shubra al-khaimah,5/17/2025,260607
Kia Carnival 2000,Kia,Carnival,Silver,,cairo,5/17/2025,366801
Kia Carens 2012,Kia,Carens,Bronze,250000,pyramids gardens,5/17/2025,597412
Kia Sportage 2020,Kia,Sportage,Black,76000,tagamo3 - new cairo,5/17/2025,229063
Kia Xceed 2022,Kia,Xceed,Gold,90000,alexandria,5/16/2025,454204
Kia Carens 2010,Kia,Carens,Other,82000,asyut,5/16/2025,299083
Kia Picanto 2013,Kia,Picanto,Red,77000,cairo,5/16/2025,241030
Kia Sportage 2019,Kia,Sportage,Silver,110000,heliopolis,5/16/2025,259515
Kia Cerato 2015,Kia,Cerato,White,192000,nasr city,5/16/2025,618611
Kia Cerato 2007,Kia,Cerato,Silver,105000,port said,5/16/2025,369737
Kia Grand Cerato 2021Verified User,Kia,Grand Cerato,Red,95000,warraq,5/16/2025,286895
Kia Sephia 2000,Kia,Sephia,Silver,380000,sheraton,5/16/2025,208781
Kia Cerato 2018,Kia,Cerato,Black,200000,cairo,5/16/2025,501697
Kia K3 2014,Kia,K3,Black,145000,alexandria,5/16/2025,533752
Kia Pride 2009,Kia,Pride,Black,172000,badr city,5/16/2025,326526
Kia K3 2014,Kia,K3,Brown,100000,zagazig,5/16/2025,665693
Kia Rio 2004,Kia,Rio,White,230000,damanhur,5/16/2025,608456
Kia Cerato Koup 2011,Kia,Cerato Koup,Red,119000,cairo,5/16/2025,373812
Kia Cerato 2011,Kia,Cerato,Black,260000,port said,5/16/2025,604520
Kia Rio 2013,Kia,Rio,Brown,68000,gharbia,5/16/2025,336127
Kia K3 2016,Kia,K3,Red,170000,kafr el-sheikh,5/15/2025,333012
Kia Cerato 2005,Kia,Cerato,Blue,180000,banha,5/15/2025,468336
Kia Picanto 2010,Kia,Picanto,Silver,75000,cairo,5/15/2025,406843
Kia Ceed 2016,Kia,Ceed,Petroleum,270000,cairo,5/15/2025,346855
Kia Cerato 2011,Kia,Cerato,Black,270000,6-Oct,5/15/2025,506161
Kia Cerato 2013,Kia,Cerato,Red,180000,damanhur,5/15/2025,609633
Kia Shuma 1997,Kia,Shuma,Black,300000,tanta,5/15/2025,249158
Kia Picanto 2015,Kia,Picanto,Red,141000,shibin el kom,5/15/2025,382248
Kia Cerato Koup 2012,Kia,Cerato Koup,Silver,200000,nasr city,5/15/2025,356978
Kia Sportage 2020,Kia,Sportage,Petroleum,95000,mit ghamr,5/13/2025,403906
Kia Cerato 2010,Kia,Cerato,Red,400000,tagamo3 - new cairo,5/15/2025,643225
Kia Rio 2015,Kia,Rio,Petroleum,88000,heliopolis,5/15/2025,237638
Kia K3 2016,Kia,K3,White,175000,mokattam,5/15/2025,417720
Kia Sportage 2020,Kia,Sportage,Petroleum,85000,tagamo3 - new cairo,5/15/2025,368442
Kia Rio 2014,Kia,Rio,Brown,193000,maadi,5/15/2025,430732
Kia K3 2019,Kia,K3,Dark blue,110000,disabled,5/15/2025,345299
Kia Rio 2013,Kia,Rio,Dark grey,,mit ghamr,5/15/2025,454419
Kia Grand Cerato 2019,Kia,Grand Cerato,Gray,83000,cairo,5/15/2025,387134
Kia Spectra 2003,Kia,Spectra,Bronze,265000,kafr el-sheikh,5/14/2025,579518
Kia Cerato 2010Verified User,Kia,Cerato,Silver,165000,cairo,5/14/2025,239023
Kia Carens 2010,Kia,Carens,Black,250000,giza,5/14/2025,329424
Kia Sportage 2015,Kia,Sportage,Silver,117000,mansoura,5/14/2025,671591
Kia Picanto 2011Verified User,Kia,Picanto,White,190000,cairo,5/14/2025,316780
Kia Carens 2012,Kia,Carens,Silver,103000,el salam city,5/14/2025,475460
Kia Picanto 2009,Kia,Picanto,Silver,330000,obour city,5/14/2025,310971
Kia Sportage 2013,Kia,Sportage,White,147000,maadi,5/14/2025,551537
Kia Cerato 2016,Kia,Cerato,Black,70000,obour city,5/14/2025,633439
Kia Cerato 2011,Kia,Cerato,Bronze,192000,heliopolis,5/14/2025,607930
Kia Picanto 2012,Kia,Picanto,Silver,128000,6-Oct,5/14/2025,334644
Kia Carens 2014,Kia,Carens,Mocha,170000,obour city,5/14/2025,290177
Kia Xceed 2022,Kia,Xceed,Orange,100000,tagamo3 - new cairo,5/14/2025,381931
Kia Sephia 2002,Kia,Sephia,Gold,150000,ismailia,5/14/2025,275951
Kia Cerato 2011,Kia,Cerato,Silver,400000,damietta,5/14/2025,312152
Kia Cerato 2017,Kia,Cerato,Red,127000,tanta,5/14/2025,389902
Kia Saipa 2009,Kia,Saipa,Gray,78000,6-Oct,5/14/2025,220790
Kia Rio 2015,Kia,Rio,Dark blue,119000,heliopolis,5/13/2025,478348
Kia Rio 2016,Kia,Rio,Dark grey,46500,alexandria,5/13/2025,379487
Kia Carens 2010,Kia,Carens,Silver,171000,rosetta,5/13/2025,338136
Kia Cerato 2010,Kia,Cerato,Gray,300000,giza,5/13/2025,463279
Kia K3 2016,Kia,K3,Silver,116000,gharbia,5/13/2025,267253
Kia K5 2021,Kia,K5,Dark red,70000,mansoura,5/13/2025,357671
Kia Cerato 2011,Kia,Cerato,Eggplant,110000,asyut,5/13/2025,576085
Kia Rio 2016Verified User,Kia,Rio,Silver,120000,nasr city,5/13/2025,345928
Kia Saipa 2009,Kia,Saipa,Silver,140000,alexandria,5/13/2025,516147
Kia Sportage 2022,Kia,Sportage,Dark grey,49000,cairo,5/1/2025,689094
Kia Rio 2010,Kia,Rio,Red,120000,cairo,5/13/2025,636781
Kia K3 2015,Kia,K3,White,80000,gharbia,5/13/2025,297124
Kia Rio 2015Verified User,Kia,Rio,Mocha,129000,alexandria,5/13/2025,602939
Kia Cerato Koup 2011,Kia,Cerato Koup,White,177000,port said,5/13/2025,651483
Kia Rio 2015,Kia,Rio,Red,156000,pyramids gardens,5/12/2025,385790
Kia Grand Cerato 2019,Kia,Grand Cerato,Red,260000,qena,5/12/2025,503030
Kia Carens 2015,Kia,Carens,Black,156000,tagamo3 - new cairo,5/12/2025,507766
Kia Cerato 2010,Kia,Cerato,Dark red,220000,mansoura,5/12/2025,309855
Kia Cerato 2018,Kia,Cerato,Black,280000,6-Oct,5/12/2025,441412
Kia Cerato 2018,Kia,Cerato,Bronze,138000,ismailia,5/12/2025,382757
Kia Carens 2015,Kia,Carens,Silver,325000,giza,5/12/2025,466706
Kia Pegas 2020,Kia,Pegas,Red,58000,mansoura,5/12/2025,691697
Kia Picanto 2010,Kia,Picanto,Blue,98500,helwan,5/12/2025,642767
Kia Cerato 2017,Kia,Cerato,White,60000,ashmoun,5/12/2025,304489
Kia Rio 2003,Kia,Rio,Silver,126000,el marg,5/12/2025,282112
Kia Carnival 2004,Kia,Carnival,Silver,300000,mokattam,5/12/2025,539251
Kia Cerato 2012,Kia,Cerato,Silver,300000,giza,5/11/2025,254041
Kia Carens 2015,Kia,Carens,Silver,200000,cairo,5/11/2025,693278
Kia Picanto 2009,Kia,Picanto,Cyan,160000,madinaty,5/11/2025,353053
Kia Carnival 2024,Kia,Carnival,White,6000,hybrid,5/11/2025,478976
Kia Cerato 2017,Kia,Cerato,Silver,54000,helwan,5/11/2025,275518
Kia Spectra 2002,Kia,Spectra,Gold,185000,obour city,5/11/2025,673174
Kia Sportage 2015,Kia,Sportage,White,117000,cairo,5/11/2025,459477
Kia Rio 2002,Kia,Rio,Red,180000,shobra,5/11/2025,647080
Kia Cerato 2012,Kia,Cerato,Black,250000,giza,5/11/2025,638581
Kia Rio 2014,Kia,Rio,Petroleum,200000,10th of ramadan,5/11/2025,261667
Kia Soul 2010,Kia,Soul,Red,100000,kafr el-sheikh,5/11/2025,263481
Kia Grand Cerato 2022,Kia,Grand Cerato,Gray,170000,6-Oct,5/11/2025,439801
Kia Cerato 2013,Kia,Cerato,Silver,105000,heliopolis,5/11/2025,538716
Kia Cerato 2012,Kia,Cerato,White,188000,10th of ramadan,5/11/2025,374617
Kia Cerato 2015,Kia,Cerato,Dark grey,223000,tanta,5/11/2025,619763
Kia Sportage 2015,Kia,Sportage,Petroleum,160000,tagamo3 - new cairo,5/11/2025,544524
Kia Carens 2011,Kia,Carens,Black,280000,nasr city,5/11/2025,695974
Kia Cerato 2013,Kia,Cerato,Gray,206000,el haram,5/11/2025,529919
Kia Sportage 2015,Kia,Sportage,Petroleum,160000,tagamo3 - new cairo,5/11/2025,597283
Kia K3 2015,Kia,K3,White,116000,kafr el-sheikh,5/11/2025,533264
Kia Rio 2001,Kia,Rio,Gold,180000,tagamo3 - new cairo,5/11/2025,480145
Kia Rio 2015,Kia,Rio,Silver,154000,al shorouk,5/10/2025,417390
Kia Cerato 2013,Kia,Cerato,Dark red,190000,giza,5/10/2025,398331
Kia Soul 2011,Kia,Soul,Red,295000,6-Oct,5/10/2025,205507
Kia Cerato 2011,Kia,Cerato,Silver,140000,cairo,5/10/2025,244439
Kia Rio 2010,Kia,Rio,Bronze,170000,heliopolis,5/10/2025,242469
Kia K3 2019,Kia,K3,White,29500,zagazig,5/10/2025,447692
Kia Cerato 2015,Kia,Cerato,Brown,148000,heliopolis,5/10/2025,676295
Kia Sorento 2022,Kia,Sorento,White,80000,alexandria,5/10/2025,392564
Kia Xceed 2025,Kia,Xceed,Petroleum,12000,faiyum,5/10/2025,563005
Kia Picanto 2011,Kia,Picanto,Gray,130000,tagamo3 - new cairo,5/10/2025,541036
Kia Sephia 1997,Kia,Sephia,Gold,150000,helwan,5/10/2025,547320
Kia Carens 2011,Kia,Carens,Black,105500,cairo,5/10/2025,507051
Kia Rio 2013,Kia,Rio,Gray,164000,6-Oct,5/10/2025,279837
Kia Cerato 2011,Kia,Cerato,White,120000,al shorouk,5/10/2025,211206
Kia Sorento 2024,Kia,Sorento,Black,11000,kafr el-sheikh,5/10/2025,312104
Kia Cerato 2005,Kia,Cerato,Silver,154000,zefta,5/10/2025,274234
Kia Cerato 2013,Kia,Cerato,White,130000,alexandria,5/10/2025,408852
Kia Cerato 2010,Kia,Cerato,Black,130000,gharbia,5/10/2025,678388
Kia Cerato 2013,Kia,Cerato,Black,193000,shobra,5/10/2025,265590
Kia Cerato 2010,Kia,Cerato,Black,358000,zagazig,5/10/2025,377949
Kia Picanto 2011,Kia,Picanto,Red,250000,6-Oct,5/10/2025,692756
Kia K3 2014,Kia,K3,Red,125000,mohandessin,5/10/2025,602180
Kia Cerato 2015,Kia,Cerato,Mocha,97000,tagamo3 - new cairo,5/10/2025,250458
Kia Xceed 2022,Kia,Xceed,Gold,46000,cairo,5/10/2025,224308
Kia Carens 2013,Kia,Carens,Mocha,200000,cairo,5/9/2025,378835
Kia Rio 2015,Kia,Rio,Brown,168000,alexandria,5/9/2025,453331
Kia Picanto 2008,Kia,Picanto,White,130000,faiyum,5/9/2025,632340
Kia K3 2016,Kia,K3,Black,103000,asyut,5/9/2025,452528
Kia Cerato 2014,Kia,Cerato,Silver,138000,cairo,5/9/2025,543770
Kia Picanto 2006,Kia,Picanto,Silver,151000,mansoura,5/9/2025,410413
Kia Carens 2016,Kia,Carens,Brown,111000,ismailia,5/9/2025,268770
Kia Sportage 2013,Kia,Sportage,Dark red,140000,beheira,5/9/2025,332192
Kia Sportage 2017,Kia,Sportage,White,127000,beheira,5/9/2025,223018
Kia K3 2015,Kia,K3,Black,158000,qena,5/9/2025,382358
Kia Sportage 2021,Kia,Sportage,White,49000,kom hamada,5/9/2025,406693
Kia Cerato 2010,Kia,Cerato,Mocha,176000,zagazig,5/9/2025,205940
Kia Cerato 2005,Kia,Cerato,Silver,148000,heliopolis,5/9/2025,659942
Kia Cerato 2012,Kia,Cerato,Silver,,kafr el-sheikh,5/9/2025,553721
Kia K3 2013,Kia,K3,Black,185000,6-Oct,5/9/2025,610061
Kia Grand Cerato 2021,Kia,Grand Cerato,Red,48000,nasr city,5/9/2025,615687
Kia Ceed 2016,Kia,Ceed,Black,285000,new administrative capital,5/8/2025,468683
Kia Shuma 1999,Kia,Shuma,Blue,190000,el salam city,5/8/2025,560884
Kia Grand Cerato 2020,Kia,Grand Cerato,Gray,97000,obour city,5/8/2025,416288
Kia Cerato 2016,Kia,Cerato,White,270000,6-Oct,5/8/2025,580949
Kia Soul 2014,Kia,Soul,Silver,100000,damietta,5/8/2025,526746
Kia Rio 2001,Kia,Rio,Silver,500000,mohandessin,5/8/2025,467901
Kia Sportage 2017,Kia,Sportage,Black,162000,giza,5/8/2025,510705
Kia Cerato 2009,Kia,Cerato,Silver,198800,abu qir,5/8/2025,637552
Kia Cerato 2012,Kia,Cerato,Black,250000,saft el laban,5/8/2025,301226
Kia Sportage 2024,Kia,Sportage,White,4000,hybrid,5/8/2025,262630
Kia Carens 2011,Kia,Carens,Black,191000,tagamo3 - new cairo,5/8/2025,215550
Kia K3 2016,Kia,K3,Black,440000,nasr city,5/8/2025,272858
Kia Cerato 2006,Kia,Cerato,Silver,350000,nasr city,5/8/2025,308731
Kia Pegas 2020,Kia,Pegas,Red,59000,mansoura,5/8/2025,687254
Kia Grand Cerato 2019,Kia,Grand Cerato,Dark blue,133000,6-Oct,5/7/2025,575991
Kia Sportage 2017,Kia,Sportage,Black,162000,giza,5/7/2025,613443
Kia Cerato 2010,Kia,Cerato,Other,230000,obour city,5/7/2025,223670
Kia Cerato 2018,Kia,Cerato,Other,42500,cairo,5/7/2025,410125
Kia Sportage 2015,Kia,Sportage,White,170000,6-Oct,5/7/2025,651579
Kia Sephia 1999,Kia,Sephia,Blue,418190,qalyubia,5/7/2025,423406
Kia Sportage 2019Verified User,Kia,Sportage,Gray,152000,beni suef,5/7/2025,339032
Kia Cerato 2011,Kia,Cerato,Black,190000,tagamo3 - new cairo,5/7/2025,491568
Kia Picanto 2015,Kia,Picanto,Silver,170000,mansoura,5/7/2025,615130
Kia Ceed 2018,Kia,Ceed,Red,65000,sheraton,5/7/2025,470983
Kia Carens 2010,Kia,Carens,Black,274000,giza,5/7/2025,562246
Kia Picanto 2006,Kia,Picanto,Black,195000,ismailia,5/7/2025,283625
Kia Picanto 2014,Kia,Picanto,Black,202000,tagamo3 - new cairo,5/7/2025,531594
Kia Rio 2013,Kia,Rio,Brown,100000,pyramids gardens,5/7/2025,670927
Kia Picanto 2013,Kia,Picanto,Red,73000,mansoura,5/7/2025,311611
Kia Sportage 2024,Kia,Sportage,Silver,,zagazig,5/7/2025,429804
Kia Carens 2012,Kia,Carens,Silver,187000,6-Oct,5/7/2025,692484
Kia Cerato 2010,Kia,Cerato,Beige,270000,alexandria,5/7/2025,386727
Kia Carens 2016,Kia,Carens,Red,96000,dakahlia,5/7/2025,362222
Kia Grand Cerato 2021,Kia,Grand Cerato,Red,107000,el haram,5/6/2025,345685
Kia Grand Cerato 2021,Kia,Grand Cerato,Gray,90000,tagamo3 - new cairo,5/6/2025,296095
Kia Grand Cerato 2021,Kia,Grand Cerato,Silver,80500,tagamo3 - new cairo,5/6/2025,264950
Kia Cerato 2011,Kia,Cerato,Dark red,210000,el haram,5/6/2025,546649
Kia Carens 2011,Kia,Carens,Black,260000,port said,5/6/2025,608011
Hyundai Excel 1998,Hyundai,Excel,Red,,10th of ramadan,6/2/2025,278384
Hyundai Getz 2008Verified User,Hyundai,Getz,Cyan,200000,heliopolis,6/2/2025,325802
Hyundai Verna 2016,Hyundai,Verna,Dark grey,120000,cairo,6/2/2025,551444
Hyundai Elantra HD 2020,Hyundai,Elantra HD,Gray,85000,mokattam,6/2/2025,464418
Hyundai IX 35 2013,Hyundai,IX 35,Black,236000,tagamo3 - new cairo,6/2/2025,628672
Hyundai Verna 2012,Hyundai,Verna,Blue,189000,cairo,6/2/2025,222158
Hyundai Tucson 2022,Hyundai,Tucson,Silver,65000,dakahlia,6/2/2025,242711
Hyundai IX 35 2015,Hyundai,IX 35,Bronze,107000,dakahlia,6/2/2025,531715
Hyundai Tucson 2023,Hyundai,Tucson,Red,10000,6-Oct,6/2/2025,452429
Hyundai Bayon 2022,Hyundai,Bayon,Blue,40000,tagamo3 - new cairo,6/2/2025,559653
Hyundai Elantra MD 2012,Hyundai,Elantra MD,Black,195000,heliopolis,6/2/2025,640303
Hyundai Matrix 2005,Hyundai,Matrix,Silver,200000,nasr city,6/2/2025,254692
Hyundai Elantra 2010,Hyundai,Elantra,Silver,188000,nasr city,6/2/2025,440338
Hyundai I10 2013,Hyundai,I10,Silver,170000,maadi,6/2/2025,497583
Hyundai Tucson 2021Verified User,Hyundai,Tucson,Dark red,100000,tagamo3 - new cairo,6/2/2025,212881
Hyundai Elantra CN7 2021,Hyundai,Elantra CN7,Red,77000,mohandessin,6/2/2025,193193
Hyundai Elantra CN7 2022,Hyundai,Elantra CN7,Blue,,nasr city,6/2/2025,318183
Hyundai Tucson 2022,Hyundai,Tucson,Petroleum,93000,tagamo3 - new cairo,6/2/2025,408506
Hyundai Accent RB 2021,Hyundai,Accent RB,Eggplant,14700,sohag,6/2/2025,236141
Hyundai I10 2013Verified User,Hyundai,I10,Red,76000,heliopolis,6/2/2025,622925
Hyundai Tucson 2021,Hyundai,Tucson,White,68000,cairo,6/2/2025,587502
Hyundai Verna 2009,Hyundai,Verna,Dark grey,160000,mokattam,6/2/2025,302125
Hyundai Matrix 2002,Hyundai,Matrix,White,440000,giza,6/2/2025,296524
Hyundai Verna 2014,Hyundai,Verna,Gray,147000,el haram,6/2/2025,418205
Hyundai Tucson 2024,Hyundai,Tucson,Dark blue,72000,6-Oct,6/2/2025,637077
Hyundai Accent 2010Verified User,Hyundai,Accent,Black,190000,sheikh zayed city,6/2/2025,324982
Hyundai Accent 2010,Hyundai,Accent,Red,160000,cairo,6/2/2025,214114
Hyundai Elantra CN7 2023,Hyundai,Elantra CN7,Gray,40000,cairo,6/2/2025,457463
Hyundai Excel 1993,Hyundai,Excel,White,,10th of ramadan,6/2/2025,321831
Hyundai Tucson 2022,Hyundai,Tucson,White,80000,el haram,6/2/2025,457316
Hyundai Verna 2008,Hyundai,Verna,Gold,160000,alexandria,6/2/2025,386086
Hyundai Elantra HD 2017,Hyundai,Elantra HD,Cyan,240000,giza,6/2/2025,397655
Hyundai Elantra MD 2012,Hyundai,Elantra MD,Black,,giza,6/2/2025,353661
Hyundai I10 2014,Hyundai,I10,Red,150000,hadayek october,6/2/2025,371529
Hyundai Avante 2012,Hyundai,Avante,White,195000,mansoura,6/2/2025,295245
Hyundai Elantra HD 2019,Hyundai,Elantra HD,Silver,190000,el manial,6/2/2025,584473
Hyundai Elantra HD 2017,Hyundai,Elantra HD,Bronze,,kerdasa,6/2/2025,495948
Hyundai Verna 2015,Hyundai,Verna,Silver,300000,6-Oct,6/2/2025,443329
Hyundai Elantra HD 2019,Hyundai,Elantra HD,Black,102000,nasr city,6/2/2025,590790
Hyundai Avante 2007,Hyundai,Avante,Black,,tanta,6/2/2025,223166
Hyundai Elantra HD 2010,Hyundai,Elantra HD,Silver,223000,giza,6/2/2025,217523
Hyundai Verna 2012,Hyundai,Verna,Dark grey,132000,tagamo3 - new cairo,6/2/2025,259495
Hyundai Verna 2004,Hyundai,Verna,Green,250000,6-Oct,6/2/2025,276959
Hyundai Verna 2015,Hyundai,Verna,Dark grey,171000,6-Oct,6/2/2025,279450
Hyundai Verna 2017,Hyundai,Verna,Silver,102000,al shorouk,6/2/2025,203054
Hyundai Accent RB 2021,Hyundai,Accent RB,Petroleum,117000,giza,6/2/2025,244047
Hyundai I10 2016,Hyundai,I10,Red,67000,sohag,6/2/2025,503162
Hyundai I10 2009,Hyundai,I10,Blue,210000,cairo,6/2/2025,240181
Hyundai XD 2006,Hyundai,XD,Gold,260000,cairo,6/2/2025,333255
Hyundai Verna 2011,Hyundai,Verna,White,161000,cairo,6/2/2025,535877
Hyundai Matrix 2010,Hyundai,Matrix,Black,150000,dakahlia,6/2/2025,340646
Hyundai Elantra AD 2017,Hyundai,Elantra AD,Silver,,hurghada,6/2/2025,603986
Hyundai Accent RB 2024,Hyundai,Accent RB,Dark grey,36000,al shorouk,6/2/2025,382733
Hyundai Accent RB 2012,Hyundai,Accent RB,Bronze,142000,nasr city,6/2/2025,339998
Hyundai Accent RB 2015,Hyundai,Accent RB,Gray,209000,tagamo3 - new cairo,6/2/2025,519809
Hyundai Elantra 2009,Hyundai,Elantra,Black,,giza,6/2/2025,292502
Hyundai Verna 2008,Hyundai,Verna,Black,345000,cairo,6/2/2025,529816
Hyundai Accent 2010,Hyundai,Accent,Silver,170000,warraq,6/2/2025,182002
Hyundai Accent RB 2024,Hyundai,Accent RB,Silver,37000,suez,6/2/2025,562450
Hyundai Creta 2019,Hyundai,Creta,Silver,110000,mokattam,6/2/2025,409403
Hyundai Verna 2007,Hyundai,Verna,Dark blue,200000,sohag,6/1/2025,351196
Hyundai Elantra MD 2012,Hyundai,Elantra MD,Silver,188000,tagamo3 - new cairo,6/2/2025,405975
Hyundai Accent 2006,Hyundai,Accent,Red,189000,mansoura,6/1/2025,397730
Hyundai Accent 2009,Hyundai,Accent,Blue,150000,pyramids gardens,6/1/2025,473653
Hyundai Accent 1995,Hyundai,Accent,Dark green,100000,10th of ramadan,6/1/2025,199715
Hyundai Tucson GDI 2017,Hyundai,Tucson GDI,Bronze,86000,maadi,6/1/2025,276044
Hyundai Elantra CN7 2022,Hyundai,Elantra CN7,Blue,30000,tagamo3 - new cairo,6/1/2025,460150
Hyundai Tucson 2021,Hyundai,Tucson,Dark blue,70000,6-Oct,6/1/2025,223049
Hyundai IX 35 2016,Hyundai,IX 35,Red,98000,cairo,6/1/2025,183997
Hyundai Elantra HD 2018,Hyundai,Elantra HD,Silver,250000,cairo,6/1/2025,471751
Hyundai Tucson 2024,Hyundai,Tucson,Black,17000,alexandria,6/1/2025,632685
Hyundai Verna 2009,Hyundai,Verna,Silver,57000,el haram,6/1/2025,439847
Hyundai Elantra HD 2007,Hyundai,Elantra HD,Silver,274000,al shorouk,6/1/2025,571153
Hyundai Matrix 2003,Hyundai,Matrix,Silver,220000,heliopolis,6/1/2025,298295
Hyundai Verna 2004,Hyundai,Verna,Black,220000,maadi,6/1/2025,201336
Hyundai Tucson Turbo GDI 2022,Hyundai,Tucson Turbo GDI,White,70000,mokattam,6/1/2025,637946
Hyundai Elantra HD 2018,Hyundai,Elantra HD,Silver,220000,sheikh zayed city,6/1/2025,513122
Hyundai Elantra 2009,Hyundai,Elantra,Black,174000,tagamo3 - new cairo,6/1/2025,215218
Hyundai Excel 1998,Hyundai,Excel,Green,,10th of ramadan,6/1/2025,266799
Hyundai Verna 2011,Hyundai,Verna,Cyan,400000,giza,6/1/2025,402258
Hyundai Tucson GDI 2020,Hyundai,Tucson GDI,Black,170000,nasr city,6/1/2025,308706
Hyundai Tucson 2019,Hyundai,Tucson,White,163000,quesna,6/1/2025,275794
Hyundai Accent RB 2015,Hyundai,Accent RB,Red,80000,alexandria,6/1/2025,211441
Hyundai Elantra HD 2018,Hyundai,Elantra HD,Silver,250000,ain shams,6/1/2025,286963
Hyundai Verna 2010,Hyundai,Verna,Silver,27000,nasr city,6/1/2025,229279
Hyundai Tucson Turbo GDI 2020,Hyundai,Tucson Turbo GDI,White,80000,sharqia,6/1/2025,354900
Hyundai Matrix 2008,Hyundai,Matrix,Gold,185000,nasr city,6/1/2025,518414
Hyundai Matrix 2003,Hyundai,Matrix,Silver,190000,quesna,6/1/2025,496233
Hyundai Accent 2001,Hyundai,Accent,Gray,260000,el mahalla,6/1/2025,257333
Hyundai Excel 1994,Hyundai,Excel,Red,135000,alexandria,6/1/2025,468913
Hyundai Verna 2014Verified User,Hyundai,Verna,Silver,230000,giza,6/1/2025,615620
Hyundai I10 2013,Hyundai,I10,Black,145000,alexandria,6/1/2025,521483
Hyundai Verna 2016,Hyundai,Verna,White,,suez,6/1/2025,338934
Hyundai Creta 2017,Hyundai,Creta,Silver,80000,dakahlia,6/1/2025,649259
Hyundai I10 2008,Hyundai,I10,Gold,222000,kafr el-sheikh,6/1/2025,326275
Hyundai Tucson 2017,Hyundai,Tucson,White,118000,cairo,6/1/2025,239791
Hyundai Pony 1981,Hyundai,Pony,White,300000,el qanater el khayreya,6/1/2025,495581
Hyundai Verna 2014,Hyundai,Verna,Dark grey,208000,sharm el-sheikh,6/1/2025,480271
Hyundai Excel 1998,Hyundai,Excel,Other,340000,6-Oct,5/31/2025,324170
Hyundai Elantra MD 2016,Hyundai,Elantra MD,Red,130000,cairo,5/31/2025,187346
Hyundai Elantra 2010,Hyundai,Elantra,Other,320000,al shorouk,5/31/2025,320102
Hyundai XD 2000,Hyundai,XD,Silver,270000,kafr shukr,5/31/2025,363209
Hyundai Verna 2015,Hyundai,Verna,Silver,152000,cairo,5/31/2025,234571
Hyundai Elantra AD 2017Verified User,Hyundai,Elantra AD,Gold,127000,mohandessin,5/31/2025,576972
Hyundai Verna 2007,Hyundai,Verna,Dark red,160000,asyut,5/31/2025,387987
Hyundai Accent 1999,Hyundai,Accent,Gray,300000,tanta,5/31/2025,608407
Hyundai Accent RB 2017,Hyundai,Accent RB,Silver,169000,10th of ramadan,5/31/2025,515482
Hyundai Excel 1997,Hyundai,Excel,Silver,200000,qalyubia,5/31/2025,370058
Hyundai Elantra 2011,Hyundai,Elantra,Black,127000,tagamo3 - new cairo,5/31/2025,612715
Hyundai I10 2015,Hyundai,I10,Silver,114000,maadi,5/31/2025,621588
Hyundai Elantra MD 2013,Hyundai,Elantra MD,Silver,172700,badr city,5/31/2025,414855
Hyundai Matrix 2008,Hyundai,Matrix,Other,220000,cairo,5/31/2025,315108
Hyundai Excel 1994,Hyundai,Excel,Green,220000,cairo,5/31/2025,258381
Hyundai Avante 2007,Hyundai,Avante,Black,149000,el haram,5/31/2025,491265
Hyundai Elantra MD 2016,Hyundai,Elantra MD,Black,160000,mohandessin,5/31/2025,517558
Hyundai Accent RB 2021,Hyundai,Accent RB,Bronze,148000,cairo,5/31/2025,363341
Hyundai I30 2009,Hyundai,I30,Silver,180000,ismailia,5/31/2025,645504
Hyundai I10 2013,Hyundai,I10,Red,175000,damietta,5/31/2025,612613
Hyundai Elantra AD 2019,Hyundai,Elantra AD,Gold,164000,cairo,5/31/2025,212918
Hyundai I10 2010,Hyundai,I10,Dark blue,147000,nasr city,5/31/2025,601691
Hyundai Excel 1997,Hyundai,Excel,Green,340000,cairo,5/31/2025,221574
Hyundai Verna 2012,Hyundai,Verna,Red,100000,cairo,5/31/2025,579928
Hyundai Accent RB 2024,Hyundai,Accent RB,Dark red,37000,tagamo3 - new cairo,5/31/2025,398962
Hyundai Elantra HD 2018,Hyundai,Elantra HD,Bronze,160000,giza,5/30/2025,196563
Hyundai Accent RB 2015,Hyundai,Accent RB,Silver,120000,6-Oct,5/30/2025,338312
Hyundai Accent 2006,Hyundai,Accent,Purple,245000,giza,5/30/2025,583180
